day	دن
South Africa	جنوبی افریقہ
Yemen	یمن
harmonise	ہم آہنگ کرنا
harmonious	متوافق
harmonise	متوافق کرنا
harmonise	متناسب بنانا
harmony	آہنگ
harmonising	ساز گار
harmony	اتفاق
harmony	ہم آہنگی
harmony	میل
harmony	اتحاد
sip	چسکی لے کر پینا
sip	چسکی
sinner	فاسق
sinner	گناہ گار
sinner	پاپی
sip	چسکی لینا
sinner	عسی
sinner	اسم
sinner	فاجر
sinner	فاجرہ
blind	اندھا
mouth	ہونٹوں سے رگڑنا
mouth	بڑی بات کرنا
mouth	منہ میں ڈالنا
mouth	منہ
mouth	دہن
mouth	سوراخ
mouth	نوالہ
consent	ہم آہنگی
consent	منظوری
consensus	اتفاق رائے
consensus	یک جہتی
consecutiveness	تسلسل
consensual	ہم ہم اضطراری
consent	رضا مند ہونا
consent	اقرار
consent	ماننا
consent	قبول کرنا
Armenian	ارمینی
Halloween	ہالووین
Amsterdam	ایمسٹرڈیم
Malir River	ملير ندی
token	پرچی
deed	فعل
deed	ہبہ نامہ
deed	عمل
deed	دستاویز
deem	سمجھنا
deep	چوڑا
deed	وسیقہ
deed	کار نمایاں
deep	دقیق
deep	ڈوبا ہوا
Mauritian Rupee	ماریشس کا روپیہ
Mauritian rupees	ماریشس کا روپیہ
Czech	چيک
mining	کان کنی
PM	PM
Azerbaijani	آذربائیجانی
Azeri	آذربائیجانی
Uzbek	ازبک
Gallegan	گالیشیائی
Croatian	کراتی
Portuguese	پرتگالی
Czech	چیک
Tigrinya	تگرینی
Russian	روسی
Icelandic	آئیس لینڈی
tit	چوچی
obstruction	رکاوٹ
obstruction	بندش
unintelligibleness	غیر فہمی
unintelligibly	نا قابل فہم طور پر
unintended	غیر ارادی
unintended	نادانستہ
unintelligence	جاہلیت
unintelligence	کند ذہنی
unintelligently	بے وقوفی سے
unintelligible	بے معنی
unintentional	غیر ارادی
unintentional	نادانستہ
every	ہر
united with	واصل
murder	قتل
murdered	قتیل
murder	سلا دینا
murder	خون
murder	مار ڈالنا
murder	قتل کرنا
mural	دیواری تصویر
murder	جان لینا
murdered	قتل شدہ
murderer	خونی
paroxysm	دورہ
cloak	فرغل
cloak	لبادہ
triple point	نقطۂ ثلاثیہ
discolour	بد رنگ کرنا
discolour	رنگ اڑانا
disclosed	ظاہر
disclosure	افشا
disclosure	انکشاف
disclosure	اظہار
discomfit	ہرانا
discomfit	ہذیمت دینا
unfix	الگ کرنا
trash	حشو
trash	الم غلم
trash	خاشاک
trash	کنکر پتھر
trash	کوڑا پھینکنا
delay	دیر لگانا
delay	لٹکانا
dejected	آزردہ
dejected	عاجز
dejected	پژ مردہ
dejected	اچاٹ
dejection	افسوس
dejection	پژح مردگی
delate	جرم کا الزام لگانا
delate	شائع کرنا
Amrita Pritam	امرتا پریتم
intolerant	تنگ خیال
intolerable	نا روا
intonate	گرجنا
intonate	کڑکنا
currency symbol	علامت سکّہ
oust	اخراج کرنا
grocery	کرانا
patented	سند یافتہ
path	ڈگر
Yekaterinburg Time	یکاٹیرِنبرگ ٹائم
wife	گھر والی
wife	جورو
wife	بیوی
wife	بیگم
wife	ذوجہ
wifely	بیوی کی طرح
Afghanistan	افغانستان
punishment	سزا
punishment	دنڈ
Pakistan	پاکستان
bread	روٹی
obfuscate	اندھیرا کرنا
obey	تعمیل کرنا
obese	موٹا
obelisk	عمود
printer driver	پرنٹر ڈرائیور
chandelier	جھاڑ
argue	حجت کرنا
argue	الجھ پڑنا
argue	مباحثہ کرنا
argemone	دھتورا
arena	میدان
argue	دلیل لانا
argue	بحث کرنا
argument	دلیل
argument	بحث
March	مارچ
closed mailbox with raised flag	بلند جھنڈے والا بند میل باکس
second	پل
wasteland	ویرانی
stint	روکنا
stint	حد بندی کرنا
stint	آڑے آنا
stinking	گندہ
stink	بدبو دینا
stinging	نیش زنی
stinginess	خسست
stingy	خسیس
stint	قید
stint	پابندی
Bulgaria	بلغاریہ
newsgroup	خبری گروپ
newsletter	خبرنامہ
Newspaper	اخبار
ceiling	چھت
where	جہاں
leaf	پتی
blade	پتی
fiery	آگ بھابھوکا
fierce	وحشی
fierce	درشت
fierce	پر تشدد
fiend	دشمن
fiendish	دشمنانہ
fiend	شیطان
Holy Roman Empire	مقدس رومی سلطنت
veinous	دھاری دار
veinous	نس دار
veined	نسوں والا
veined	رگ دار
vein	ورید
vein	دھاری ڈالنا
Lord Randolph Churchill	لارڈ رنڈولف چرچل
hub	نابھ
hub	ناف
howl	آہ و زاری کرنا
ape	بندر
ape	وانر
ape	کپی
chimp	بندر
chimp	وانر
chimp	کپی
monkey	بندر
monkey	وانر
monkey	کپی
cammoca	کم خواب
camerman	عکاس
in camera	در پردہ
camp	ارد
camp	پڑاؤ
camp	خیمہ
camp	چھاؤنی
camp	خیمہ گاڑنا
camp	بسیرا کرنا
routine	عادت
routine	اسلوب
routine	بندھا ٹکا
routine	معمول
rout	شکست
rout	کھود نکالنا
route	راہ
routed	شکست خوردہ
routinely	عادتن
routinely	معمولاً
Red Crescent	ہلال احمر
Red Crescent	ریڈ کریسنٹ
UNESCO	یونیسکو
UNESCO	سائنس و ثقافت
UNESCO	اقوام متحدہ کے ادارہ برائے تعلیم
United Nations Educational, Scientific and Cultural Organization	یونیسکو
United Nations Educational, Scientific and Cultural Organization	سائنس و ثقافت
United Nations Educational, Scientific and Cultural Organization	اقوام متحدہ کے ادارہ برائے تعلیم
World Trade Organization	عالمی تجارتی ادارہ
WTO	عالمی تجارتی ادارہ
chicken	مرغى
cockerel	مرغى
hen	مرغى
hap	بھاگ
hangman	جلاد
hankering	چاہت
hankering	آرزو
hap	قسمت
hap	مقدر
hap	موقع
hap	اتفاق
haphazard	اٹکل پچ
haphazard	اٹکل
now that	اب جب کہ
now of late	ابھی پچھلے دنوں سے
nowadays	آج کل
now that	چونکہ
noway/noways	ہرگز نہیں
nowadays	ان دنوں
nowhere/nowheres	کہیں نہیں
noway/noways	قطعاً نہیں
nowhere near	دور دور تک نہیں
nowhere/nowheres	کہیں بھی نہیں
insanity	دیوانہ پن
Swiss French	سوئس فرینچ
hokum	خود نمائ
hoist	اٹھانا
hog	بد تمیزی سے کھانا
hog	سور
hog	خنزیر
hoeing	گڑائ
hoist	چڑھانا
hog plum	انولا
hog plum	املا
hog deer	پڑا
family	خاندان
family	پروار
group	خاندان
group	پروار
household	خاندان
household	پروار
household deity	خاندان
household deity	پروار
menage	خاندان
menage	پروار
grave	قبر
Alexander the Great	سکندر اعظم
Adam and Eve	آدم و حوّا
discharge	انڈیلنا
discernment	تمیز
discernment	پہچان
discernment	نظر
discharge	نبٹانا
discharge	چھوڑنا
discharge	آزاد کرنا
consuming	استعمال کرنے والا
consummate	معراج پر پہنچانا
consume	کھانا
consume	تباہ کرنا
consumer	مستعمل
consultative	پنچایتی
consultative	صلاحی
consume	ہڑپنا
consume	استعمال کرنا
San Marino	سان مارینو
tulip	لالہ
steel	اسپات
steel	فولاد
cat	بلی
Kurdish	كردش
Kirghiz	کرغیزی
Latin	لاطينی
Japanese	جاپانی
Inuktitut	اینُکٹیٹٹ
Italian	اطالوی
Machame	ماشیم
Ngomba	نگومبا
sometimes	کبھی کبھی
sometimes	کبھی
Bülent Ecevit	بلند ایجوت
unexpected	اچانک
unexpected	بلا توقع
unexampled	بے نظیر
uneventful	غیر اہم
uneventful	سپاٹ
unexpected	دفعتن
unexpected	ایک دم
bread	چپاتی
breach	خلاف ورذی
Arnold J. Toynbee	ڈاکٹر ٹائن بی
depleted	خالی
Belarusian rouble	بیلاروسی روبل
Belarusian ruble	بیلاروسی روبل
Belarusian roubles	بیلاروسی روبل
Belarusian rubles	بیلاروسی روبل
Belarusian Rouble	بیلاروسی روبل
Belarusian Ruble	بیلاروسی روبل
jubilantly	کامیابی سے
jubilant	بغلین بجانے والا
joyless	بے مزہ
joyous	شادان وا فرحان
joyous	پر مسرت
detail	جزاات
detail	تفصیل
detail	بیان
detail	کچا چٹھا
detail	گننا
detail	تفصیل سے بیان کرنا
detachment	چھوٹ
detachment	لا تعلقی
detailed	مفسسل
detailed	تفصیلی
Ermac	عرماک
fight	حرب
fight	دھینگا مشتی
fifty fifty	آدھا آدھا
fifty	پچاس
gaily	زندہ دلی سے
gain	حاصل کرنا
gain	جیتنا
gain	منافع کرنا
gage	قسم دلانا
gaggle	قاذون یا عورتوں کا جھنڈ
gaily	بھڑک داری سے
gaily	شوخی سے
gain	بیشی
gain	فائدہ
newscast	خبر نامہ
newscast	نشر اخبار
newsletter	پرچہ
newsletter	اطلاع نامہ
plunder	کھسوٹنا
plunder	غبن کرنا
plume	ترہ
plume	پر
plum	زرد آلو
plum	الوچہ
plunder	غارت کرنا
plumpness	تیاری
plump	موٹا
plump	فربہ
Mali Empire	سلطنت مالی
goat	بکری
demiurge	موجب
demilitarise	غیر فوجی بنانا
demilitarisation	فوجیت سے چھٹکارا
demit	استعفا دینا
demit	رخصت کرنا
demise	وراثت میں دینا
demit	نیچا کرنا
cucumber	ککڑی
cuckoo	کویل
walk off with	آسانی سے ہرانا
walkway	چھوڑ دینا
walk through	تکرار
walk over	آسانی سے ہرانا
walkway	ترک کر دینا
commotion	ہل چل
commotion	گہما گہمی
commotion	کھلبلی
commotion	شور
commoner	عامی
commonality	عوام
commonality	جمہور
commonplace	عام
communal	فرقہ وارانہ
commune	بات چیت کرنا
knuckle head	احمق
favour	پاس داری کرنا
favour	احسان
uninstall	نا تنصیب کریں
uninstall	نا تنصیب کریں
union query	مجموعی طلب
midnight	آدھی رات
Chuvash	چوواش
Central Kurdish	سورانی کردش
Corsican	کوراسیکن
push button	پش بٹن
pyramid diagram	مخروطی ڈایاگرام
QC	QC
wipe	پچھنا
wipe out	پونچھنا
wintry	ذمستانی
wipe	نشان مٹانا
wipe	پونچھنا
winter	سرما
winter	ذمستان
impound	ضبط کر لینا
impoverish	غریب بنانا
impoverished	در ماندہ
impoverished	غریب
impotence	نا مردگی
impotent	ڈھیلا
impotent	نا مرد
weighty	سنجیدہ
engraved	کندہ
horse	گھوڑا
year	سال
Al-Aqsa Mosque	مسجد اقصٰی
bark	چھال
enormous	جسیم
enormous	ضخیم
enmity	لڑائ
enmity	مخالفت
enmity	نقیذ
enmity	رنجش
enmity	ضد
ennobled	مشرف
enormity	شدت
enormous	بڑا
sister	بہن
sistergirl	بہن
sisters	بہن
Sindhi	سندھی زبان
Sindhi	سندھی
smile	مسکرانا
smile	مسکانا
agonic	بے انحراف
agnostic	لا ادری
agnosticism	مادہ پرستی
Bajrakli Mosque	بجراکلی مسجد
Indianapolis	انڈیاناپولس
abhor	گھننانا
abhor	کراہت کرنا
abettor	حمایتی
abettor	معاون جرم
abetment	مدد
abetment	مدد گاری
abetment	دست گیری
abetment	اعانت
abet	تحریص
abet	ترغیب
warbled	چھالے دار
warbler	چکا وک
warbling	چہچہا زن
politics	راج نیتی
politics	سیاست
Vermont	ورمونٹ
power	بجلی
pound	پاؤنڈ (کلید)
inveigle	پٹی پڑھانا
terrorism	دہشت پسندی
terrorism	دہشت گردی
dread	خوف
dread	ہیبت
dread	دہشت
dread	ڈر
dread	ہیبت زدہ ہونا
dread	ڈرنا
dread	سہم
dread	لرزہ
dreadful	اندیش ناک
dread	لرزہ بر اندام ہونا
explosive	باروت
explosive	بارود
gunpowder	باروت
gunpowder	بارود
project file	پراجیکٹ مسل
mollify	گھٹنا
mollify	شدت کم کرنا
mollify	راضی کرنا
mollify	گھٹانا
mollify	آسودہ کرنا
moll	طوائف
moll	غنڈے کی یار
molester	مزاحم
caravan	کار وان
carat	قیرات
carbon	کوالہ
caravan	قافلہ
captured	پکڑا ہوا
captured	گرفتار
carambola	کمرکھ
car	گاڑی
carbonised	جلا ہوا
running	مصروف
rupture	چخ
running	بہتا ہوا
running	جاری
runner	دوڑنے والا
runner	پیک
run into	مڈ بھیڑ ہونا
run into	ٹکرانا
rupture	خل
rural	دیہی
laughingly	زندہ دلی سے
misconduct	بد چلنی
misconception	غلط فہمی
misconceive	غلط سمجھنا
miscompute	غلط حساب لگانا
miscomprehend	غلط سمجھنا
miscolour	غلط رنگ دینا
miscible	امیختی
mischievousness	شوخی
misconstrue	غلط معنی سمجھنا
misconduct	سیاہ کاری
Traditional Chinese	چینی (روایتی)
post	کھمبا
post	چوکی
possibility	امکان
possibly	شاید
post	عہدہ
post	تھونی
post	ڈاک
post	منصب
ascetic	ناسک
synchronize	ہم وقت ساز کریں
synchronization manager	ہم وقت سازی مینیجر
Synchronization Manager	ہم وقت سازی مینیجر
Pompey	پامپے
winter	سردیاں
hell	جہنم
hell	نرک
quidnunc	ٹوہ لگانے والا
profanity	کفر
profane	نا پاک
Ontario	انٹاریو
Faisal Mosque	شاہ فیصل مسجد
Gilgit	گلگت
wife	خانم
Sangh Parivar	سںگھ پریوار
Lakki Marwat District	لکی مروت
woman	عورت
Western Africa	مغربی افریقہ
Dhaulagiri	دہولاگری
walnut	اخروٹ
unassisted	بے اعانت
interrupt	تقسیم کرنا
interrupt	خلل ڈالنا
interrupt	کاٹنا
interrupt	حرج کرنا
interrupt	حائل ہونا
interrupt	دخل اندازی کرنا
interrogative	سوالیہ
interrogation	پرسش
interrogation	پوچھ گچھ
interrogation	باز پرس
Serial ATA	سلسلی پیشرفتہ طرزی وابستہ
fritter	دھجی
fritter	ٹکڑا
fritter	ٹکڑے ٹکڑے کرنا
fritter	چیتھڑا
frisson	لرزش
fritter	پیسہ برباد کرنا
frisky	شوخ
frisson	ہیجان
frittered	دھجی دھجی
frittered	ٹکڑے ٹکڑے
surpassing	بڑھیا
surpass	جواز کرنا
surpass	فائق ہونا
combustible	آتش پزیر
combustible	قابل اشتعال
combust	جلا ہوا
combinative	ترکیبی
combust	دھوپ سے جھلسا
combination	میل
combination	مرکب
combustion	آتش پزیری
Guinea-Bissau	گنی بساؤ
hairdresser	نائ
haired	بال دار
hairdresser	مششاٹ
hairdresser	م تراش
hairline	مانگ
hair lock	کاکل
haired	بالوں والا
