#hash-mark	hamork
#pound-sign	pawndsoyn
%	p'rsent
&	'nd and
policing	p'lYys'N
policy	pol'sYy
policy's	pol'sYyz
policyholder	pol'sYyhuwld'r
policyholder's	pol'sYyhuwld'rz
policyholders	pol'sYyhuwld'rz
policyholders'	pol'sYyhuwld'rz
policymaker	pol'sYymeyk'r
policymakers	pol'sYymeyk'rz
policymaking	pol'sYymeyk'N
polidori	p'wlYydcrYy
polidoro	p'wlYydcr'w
polifroni	p'l'fruwnYy
polimeni	p'wlYymenYy
polin	puwl'n
poling	puwl'N
polino	p'wlYyn'w
polinski	p'linskYy
polinsky	p'linskYy
polio	puwlYyuw
poliquin	p'wlYykwYyn
polis	puwl's puwl'yz
polisario	puwl'serYy'w
polish	pol'S puwl'S
polished	pol'St
polishing	pol'S'N
politano	p'wlYyton'w
politburo	pol'tbyIr'w
politburo's	pol'tbyIr'wz
polite	p'loyt
politely	p'loytlYy
politeness	p'loytn's
polites	p'loyts
politi	p'wlYytYy
politic	pol'tik
political	p'lit'k'l
politically	p'lit'k'lYy plit'klYy
politician	pol'tiS'n
politician's	pol'tiS'nz
politicians	pol'tiS'nz
politicians'	pol'tiS'nz
politicization	p'lit's'zeyS'n
politicize	p'lit'soyz
politicized	p'lit'soyzd
politicizing	p'lit'soyz'N
politicking	pol'tik'N
politico	p'lit'kuw
politicos	p'lit'kuwz
politics	pol'tiks
politics'	pol'tiks
politis	pol'yt's
polito	p'wlYyt'w
politte	p'lit
polity	pol'tYy
politz	pol'ts
polivka	p'wlYyvk'
polizzi	p'wlYytsYy
polje	puwldZYy
polk	puwk puwlk
polk's	puwks puwlks
polka	puwk' puwlk'
polkas	puwlk'z
polkinghorn	puwlk'Nhcrn
poll	puwl
poll's	puwlz
pollack	pol'k
pollack's	pol'ks
pollak	pol'k
pollan	pol'n
polland	pol'nd
pollard	pol'rd
pollard's	pol'rdz
polled	puwld
pollen	pol'n
pollens	pol'nz
pollet	pol't
pollett	pol't
polley	polYy
pollick	pol'k
pollina	p'wlYyn'
pollinate	pol'neyt
pollinated	pol'neyt'd
pollinates	pol'neyts
pollination	pol'neyS'n
polling	puwl'N
pollinger	puwl'N'r
pollini	p'lYynYy
pollinia	p'linYy'
pollino	p'wlYyn'w
pollio	polYy'w
pollitt	pol't
pollman	puwlm'n
pollner	puwln'r
pollo	pol'w
pollock	pol'k
polloi	polcy
pollok	pol'k
polls	puwlz
pollster	puwlst'r
pollsters	puwlst'rz
pollutant	p'lWwt'nt
pollutants	p'lWwt'nts
pollute	p'lWwt
polluted	p'lWwt'd
polluter	p'lWwt'r
polluters	p'lWwt'rz
pollutes	p'lWwts
polluting	p'lWwt'N
pollution	p'lWwS'n
pollux	pol'ks
polly	polYy
polly's	polYyz
pollyanna	polYyan'
pollyannish	polYyan'S
polo	puwl'w
polo's	puwl'wz
polonaise	pol'neyz
polonium	p'luwnYy'm
polonius	p'luwnYy's
polonsky	p'lonskYy
pols	puwlz
polsby	puwlzbYy
polsinelli	p'wlsYynelYy
polskin	polsk'n puwlsk'n
polsky	puwlskYy
polson	puwls'n
polster	puwlst'r
polston	puwlst'n
poltergeist	puwlt'rgoyst
poltergeists	puwlt'rgoysts
poltrack	puwltrak
polus	puwl's
poly	polYy
poly's	polYyz
polyacetylene	polYy'set'lYyn
polyak	poly'k
polyamide	polYyamoyd
polyandrous	polYyandr's
polyandry	polYyandrYy
polybutylene	polYybyWwt'lYyn
polycarpic	polYykorp'k
polycast	polYykast
polychlorinate	polYyklcr'neyt
polychlorinated	polYyklcr'neyt'd
polychrome	polYykruwm
polyconomics	pol'k'nom'ks
polyester	polYyest'r
polyesters	polYyest'rz
polyethylene	polYyeT'lYyn
polygamous	p'lig'm's
polygamy	p'lig'mYy
polyglot	pol'glot
polygon	pol'gon
polygonal	p'lig'n'l
polygram	polYygram
polygram's	polYygramz
polygraph	polYygraf
polygraphs	polYygrafs
polygynous	p'lidZ'n's
polygyny	p'lidZ'nYy
polyhedron	polYyhYydr'n
polyhedrons	polYyhYydr'nz
polyhemoglobin	polYyh'mogl'b'n
polymarker	polYymork'r
polymarkers	polYymork'rz
polymer	pol'm'r
polymerase	polim'reys
polymerization	pol'm'r'zeyS'n
polymerize	pol'm'royz
polymerized	pol'm'royzd
polymerizes	pol'm'royz'z
polymers	pol'm'rz
polymorph	polYymcrf
polymorphic	polYymcrf'k
polymorphism	polYymcrf'zm
polynesia	polinYyZ'
polynesian	polinYyZ'n
polynomial	polYynuwmYy'l
polyolefin	polYyuwl'f'n
polyp	pol'p
polyphase	polYyfeyz
polyphonic	polifon'k
polyphony	p'lif'nYy
polypropylene	polYypruwp'lYyn
polyps	pol'ps
polysaccharide	polYysak'royd
polysaccharides	polYysak'roydz
polysar	pol's'r
polysar's	pol's'rz
polysilicon	polYysil'kon
polystyrene	polYystoyrYyn
polysyllabic	polYys'lab'k
polytech	polYytek
polytechnic	pol'tekn'k polYytekn'k
polytechnologies	polYyt'knol'dZYyz
polytechnology	polYyt'knol'dZYy
polytheism	polYyTYy'z'm
polytheistic	polYyTYyist'k
polytropic	polYytrop'k
polyurethane	polYyUr'Teyn
polyvinyl	polYyvoyn'l
polzer	puwlz'r
polzin	puwlz'n
pom	pom
poma	puwm'
pombo	pomb'w
pomegranate	pom'gran't
pomerance	pom'rans
pomerania	pom'reynYy'
pomeranian	pom'reynYy'n
pomerantz	pom'rants
pomeranz	pom'rans
pomerleau	pom'rl'w
pomeroy	pom'rcy
pomicino	puwm'sYyn'w
pommel	pom'l
pommer	pom'r
pommier	pomYy'r
pomodoro	pom'dcr'w
pomography	p'mogr'fYy
pomology	p'wmol'dZYy
pomona	p'wmuwn'
pomp	pomp
pompa	pomp'
pompadour	pomp'dcr
pompadur	pomp'd'r
pompano	pomp'nuw
pompeo	puwmpYy'w
pomper	pomp'r
pompey	pompYy
pompidou	pomp'dWw
pompilio	p'wmpYylYy'w
pomplun	pompl'n
pompom	pomp'm
pompoms	pomp'mz
pompon	pompon
pomponio	p'wmpuwnYy'w
pompons	pomponz
pomposity	pompos'tYy
pompous	pomp's
pompousness	pomp'sn's
pomrenze	pomr'nz
pomroy	pomrcy
pon	pon
ponce	pons pons'y puwns'y
poncet	pons't
ponchan	pontS'n
poncho	pontS'w
ponchos	pontS'wz
pond	pond
pond's	pondz
ponder	pond'r
pondered	pond'rd
pondering	pond'r'N
ponderosa	pond'ruws'
ponderosa's	pond'ruws'z
ponderous	pond'r's
ponders	pond'rz
pondimin	pond'm'n
ponds	pondz
pong	poN
pongratz	poNgr'ts
poniatowski	p'nYy'tofskYy
ponied	puwnYyd
ponies	puwnYyz
pons	ponz
ponsolle	pons'wl
pont	pont
pont's	ponts
pontarelli	p'wnt'relYy
pontbriand	pontbrYy'nd
ponte	pont
pontes	puwnt's
ponti	pontYy
pontiac	ponYyak pontYyak
pontiac's	ponYyaks pontYyaks
pontiacs	ponYyaks pontYyaks
pontiff	pont'f
pontiff's	pont'fs
pontifical	p'ntif'k'l
pontificate	p'ntif'keyt
pontificated	p'ntif'keyt'd
pontificater	p'ntif'keyt'r
pontificaters	p'ntif'keyt'rz
pontificates	p'ntif'keyts
pontificating	p'ntif'keyt'N
pontification	p'ntif'keyS'n
pontifications	p'ntif'keyS'nz
pontikes	pontYykez
pontillo	p'wntil'w
pontious	puwnS's
pontius	pontYy's
ponto	pontuw
ponton	pont'n
pontoon	p'ntWwn
pontoons	pontWwnz
ponts	ponts
pony	puwnYy
ponytail	puwnYyteyl
ponzetti	p'nzetYy
ponzi	ponzYy
ponzio	ponzYyuw
ponzo	ponzuw
poo	pWw
pooch	pWwtS
pooches	pWwtS'z
poodle	pWwd'l
poodles	pWwd'lz
poof	pWwf
pooh	pWw
pooh-bah	pWwbu
poohed	pWwd
pool	pWwl
pool's	pWwlz
pool-side	pWwlsoyd
poolas	pWwl's
poole	pWwl
pooled	pWwld
pooler	pWwl'r
pooley	pWwlYy
pooling	pWwl'N
pools	pWwlz
poolside	pWwlsoyd
poon	pWwn
poop	pWwp
pooped	pWwpt
pooper	pWwp'r
poopers	pWwp'rz
poops	pWwps
poor	pWwr
poor's	pWwrz
poor-spirited	pWwrspir't'd
poor-spiritedness	pWwrspir't'dn's
poorbaugh	pWwrb'
poore	pWwr
poorer	pWwr'r
poorest	pWwr'st
poorhouse	pWwrhaws
poorly	pWwrlYy
poorman	pWwrm'n
poors	pWwrz pcrz
pooser	pWwz'r
poovey	pWwvYy
pop	pop
pop's	pops
popa	puwp'
poparelli	puwp'relYy
popcorn	popkcrn
pope	puwp
pope's	puwps
popeil	puwpYyl
popejoy	puwpdZcy
popejoy's	puwpdZcyz
popek	puwp'k
popelka	p'pelk'
popes	puwpz
popeye	popoy
popeye's	popoyz
popeyes	popoyz
popham	pof'm
popick	pop'k
popiel	popYyl
popieluszko	p'wpYy'lusk'w
popik	puwp'k
popken	popk'n
popkin	popk'n
popko	puwpk'w
poplar	popl'r
poplawski	p'plofskYy
poplin	popl'n
popoff	popof
popolare	pop'wlorYy
popov	puwp'v
popovic	pop'v'k
popovich	pop'v'tS
popowski	p'pofskYy
popp	pop
poppa	pop'
poppe	pop
poppea	popYy'
popped	popt
poppell	pop'l
poppen	pop'n
popper	pop'r
poppers	pop'rz
poppies	popYyz
popping	pop'N
poppins	pop'nz
popple	pop'l
poppleton	pop'lt'n
popplewell	pop'lw'l
poppy	popYy
poppy's	popYyz
poppycock	popYykok
pops	pops
popsicle	pops'k'l
popu	puwpyWw
populace	popy'l's
popular	popy'l'r
popularity	popy'ler'tYy
popularization	popy'l'r'zeyS'n
popularize	popy'l'royz
popularized	popy'l'royzd
popularizer	popy'l'royz'r
popularizing	popy'l'royz'N
popularly	popy'l'rlYy
populate	popy'leyt
populated	popy'leyt'd
populating	popy'leyt'N
population	popy'leyS'n
populations	popy'leyS'nz
populism	popy'liz'm
populist	popy'l'st
populists	popy'l's popy'l'ss popy'l'sts
populous	popy'l's
popwell	popwel
poquette	p'ket
por	pcr
porada	pcrod'
porath	pcr'T
porcaro	pcrkor'w
porcelain	pcrs'l'n
porcelains	pcrs'l'nz
porcella	pcrtSel'
porcelli	pcrtSelYy
porcello	pcrtSel'w
porch	pcrtS
porcher	pcrSey pcrtS'r
porches	pcrtS'z
porchia	pcrkYy'
porco	pcrk'w
porcupine	pcrky'poyn
porcupines	pcrky'poynz
pordy	pcrdYy
pore	pcr
pored	pcrd
poremba	pcremb'
pores	pcrz
porges	pcrdZ'z
porgy	pcrgYy
poring	pcr'N
pork	pcrk
pork-barrel	pcrkber'l
porker	pcrk'r
porkers	pcrk'rz
porky	pcrkYy
porn	pcrn
porno	pcrn'w
pornographer	pcrnogr'f'r
pornographers	pcrnogr'f'rz
pornographic	pcrn'graf'k
pornography	pcrnogr'fYy
porous	pcr's
porphyritic	pcrf'rit'k
porphyry	pcrf'rYy
porpoise	pcrp's
porpoises	pcrp's'z
porr	pcr
porras	pcr'z
porrazzo	pcroz'w
porreca	pcrek'
porretta	pcret'
porridge	pcr'dZ
porritt	pcr't
porro	pcr'w
porsche	pcrS pcrS'
porsche's	pcrS'z
porsches	pcrS'z
port	pcrt
port au prince	pcrt'wprins
port's	pcrts
port-angeles	pcrtandZ'l's
port-arthur	pcrtorT'r
port-au-prince	pcrt'wprins
port-clinton	pcrtklint'n
port-london	pcrtlund'n
port-victoria	pcrtv'ktcrYy'
porta	pcrt'
portability	pcrt'bil'tYy
portable	pcrt'b'l
portables	pcrt'b'lz
portadown	pcrt'dawn
portage	pcrt'dZ
portal	pcrt'l
portales	pcrtol's
portals	pcrt'lz
portanova	pcrt'nuwv'
portculis	pcrtkul's
porte	pcrt
portec	pcrtek
portec's	pcrteks
ported	pcrt'd
portee	pcrtYy
portela	pcrtel'
portell	pcrteyl
portelli	pcrtelYy
portend	pcrtend
portending	pcrtend'N
portends	pcrtendz
portent	pcrt'nt
portentous	pcrtent's
portents	pcrtents
porteous	pcrtYy's
porter	pcrt'r
porter's	pcrt'rz
portera	pcrter'
porterages	pcrt'r'dZ'z
porterfield	pcrt'rfYyld
porters	pcrt'rz
portfolio	pcrtfuwlYyuw
portfolio's	pcrtfuwlYyuwz
portfolios	pcrtfuwlYyuwz
porth	pcrT
portia	pcrS'
portico	pcrt'kuw
portier	pcrtYy'r
portilla	pcrtil'
portillo	pcrtil'w
portinadi	pcrt'nodYy
porting	pcrt'N
portion	pcrS'n
portions	pcrS'nz
portis	pcrt's
portland	pcrtl'nd
portland's	pcrtl'ndz
portlock	pcrtlok
portly	pcrtlYy
portman	pcrtm'n
portner	pcrtn'r
portney	pcrtnYy
portnoy	pcrtncy
porto	pcrt'w
portrait	pcrtr't
portraits	pcrtr'ts
portray	pcrtrey
portrayal	pcrtrey'l
portrayals	pcrtrey'lz
portrayed	pcrtreyd
portraying	pcrtrey'N
portrays	pcrtreyz
ports	pcrts
portsmouth	pcrtsm'T
portugal	pcrtS'g'l
portugal's	pcrtS'g'lz
portugalia	pcrtSWwgeylYy'
portuguese	pcrtS'gYyz
portwood	pcrtwId
portz	pcrts
porzio	pcrzYy'w
pos	pYyuwes pos
posa	puws'
posada	p'wsod'
posavina	p's'vYyn' p'ws'vYyn'
posch	poS
posco	posk'w
pose	puwz
posed	puwzd
poseidon	p'soyd'n
poseidon's	p'soyd'nz
posen	puwz'n
poser	puwz'r
poses	puwz'z
posey	puwzYy
posh	poS
poshard	poS'rd
posing	puwz'N
posit	poz't
posited	poz't'd
position	p'ziS'n
positioned	p'ziS'nd
positioning	p'ziS'n'N
positions	p'ziS'nz
positive	poz't'v
positively	poz't'vlYy
positives	poz't'vz
positivism	poz't'viz'm
positron	poz'tron
positrons	poz'tronz
posits	poz'ts
posluns	pozl'nz
posluszny	p'sluSnYy
posner	pozn'r puwzn'r
posner's	pozn'rz puwzn'rz
posners	pozn'rz puwzn'rz
posnick	posn'k
pospisil	p'wspYysYyl
poss	pos
posse	posYy
possehl	pos'l
posses	posYyz
possess	p'zes
possessed	p'zest
possesses	p'zes'z
possessing	p'zes'N
possession	p'zeS'n
possessions	p'zeS'nz
possessive	p'zes'v
possessiveness	p'zes'vn's
possessor	p'zes'r
possibilities	pos'bil'tYyz
possibility	pos'bil'tYy
possible	pos'b'l
possibly	pos'blYy
possum	pos'm
possums	pos'mz
post	puwst
post's	puwsts
post-attack	puwst'tak
post-mortem	p'wstmcrt'm
post-traumatic	puwstr'mat'k
postage	puwst'dZ
postal	puwst'l
postal's	puwst'lz
postcard	puwskord puwstkord
postcards	puwskordz puwstkordz
postcrash	puwstkraS
postdate	puwstdeyt
postdated	puwstdeyt'd
postdates	puwstdeyts
postdating	puwstdeyt'N
postdoctoral	puwstdoktRr'l
posted	puwst'd
postel	post'l
postell	post'l
postema	p'stem'
posten	puwst'n
poster	puwst'r
posteraro	post'ror'w
posterior	postiry'r
posteriors	postiry'rz
posterity	p'ster'tYy
posterize	puwst'royz
posters	puwst'rz
postgame	puwstgeym
posthole	puwsthuwl
postholes	puwsthuwlz
posthumous	postS'm's
posthumously	postS'm'slYy
posting	puwst'N
postings	puwst'Nz
postino	p'stYyn'w
postipankki	post'paNkYy
postit	puwst't
postle	post'l
postlethwait	puwst'lTw'yt
postlewait	post'lw'yt
postlewaite	puwst'lw'yt
postma	puwstm'
postman	puwstm'n
postmark	puwstmork
postmarked	puwstmorkt
postmaster	puwstmast'r
postmasters	puwstmast'rz
postmodern	p'wstmod'rn
postmortem	p'wstmcrt'm
postnatal	puwstneyt'l
poston	puwst'n
postpone	p'wstpuwn
postponed	p'wstpuwnd
postponement	p'wstpuwnm'nt
postponements	p'wstpuwnm'nts
postpones	p'wstpuwnz
postponing	p'wstpuwn'N
postrel	postr'l
postrelle	puwstrel
postretirement	puwstrYytoy'rm'nt
posts	puwsts
postscript	puwskript puwstskript
postscripts	puwstskripts
posttraumatic	puwstr'mat'k
postulate	postS'l't postS'leyt
postulates	postS'l'ts postS'leyts
postum	puwst'm
posture	postS'r
postures	postS'rz
posturing	postS'r'N
posturings	postS'r'Nz
postwar	puwstwcr
posuvalyuk	posWwvoly'k
pot	pot
pot's	pots
potable	puwt'b'l
potage	pot'dZ puwtoZ
potala	puwtol'
potamkin	puwtamk'n
potapov	pot'pov
potash	potaS
potassium	p'tasYy'm
potato	p'teytuw
potatoe	p'teytuw
potatoes	p'teyt'wz
potbaryoskin	potb'ryosk'n
potboiler	pobcyl'r
potboilers	pobcyl'rz
pote	puwt
poteat	p'wtYyt
poteet	potYyt
poteete	potYyt
potemkin	p'temk'n
potempa	p'wtemp'
poten	puwt'n
potency	puwt'nsYy
potent	puwt'nt
potentate	puwt'nteyt
potentates	puwt'nteyts
potential	p'tenS'l
potentially	p'tenS'lYy
potentials	p'tenS'lz
potenza	p'wtenz'
poth	poT
pothier	puwTYy'r
pothitos	p'TYyt'ws
pothole	pothuwl
potholed	pothuwld
potholes	pothuwlz
potier	puwtYy'r
potiker	puwt'k'r
potion	puwS'n
potions	puwS'nz
potlatch	potlatS
potluck	potluk
potocki	p'tuwtskYy
potomac	p'tuwm'k
potpie	potpoy
potpies	potpoyz
potpourri	puwp'rYy
potpourris	puwp'rYyz
potratz	potr'ts
pots	pots
potsdam	potsdam
potshot	poSot
potshots	potSots
pott	pot
pottebaum	potbawm
potted	pot'd
potteiger	pot'yg'r
pottenger	pot'ndZ'r
potter	pot'r
potter's	pot'rz
potters	pot'rz
pottery	pot'rYy
potthast	poT'st
potthoff	pothof
potthurst	poth'rst
pottinger	pot'N'r
pottle	pot'l
pottorff	pot'rf
potts	pots
potty	potYy
potucek	pot'tS'k
potvin	potv'n
pou	pWw
pouch	pawtS
poucher	pawtS'r
pouches	pawtS'z
poudrier	pawdrYy'r
pough	paw
poughkeepsie	p'kipsYy
poughkeepsie's	p'kipsYyz
poul	pWwl
poulenc	pWwl'Nk
poulenc's	pWwl'Nks
poulin	pWwlan
pouliot	pWwlYy'w
poulos	pWwl's
poulsen	pawls'n
poulson	pawls'n
poulter	puwlt'r
poultice	puwlt's
poultices	puwlt's'z
poulton	pawlt'n
poultry	puwltrYy
pounce	pawns
pounced	pawnst
pouncey	pawnsYy
pouncing	pawns'N
pouncy	pWwNkYy
pound	pawnd
pound's	pawndz pawnz
poundage	pawnd'dZ
pounded	pawnd'd
pounder	pawnd'r
pounders	pawnd'rz
pounding	pawnd'N
pounds	pawndz pawnz
poundstone	pawndstuwn
poupard	pWwp'rd
pour	pcr
pourciau	pcrsYy'w
poured	pcrd
pouring	pcr'N
pours	pcrz
poussaint	pWwsont
poussant	pWws'nt
poussin	pWws'n
pousson	pWwson
poust	pawst
pout	pawt
pouted	pawt'd
pouter	pawt'r
pouting	pawt'N
poutre	pawt'r
pouts	pawts
pouty	pawtYy
poveromo	puwv'ruwm'w
poverty	pov'rtYy
povich	puwv'tS
povich's	puwv'tS'z
pow	paw
powalsky	p'walskYy
powder	pawd'r
powdered	pawd'rd
powdering	pawd'r'N
powderly	pawd'rlYy
powders	pawd'rz
powdery	pawd'rYy
powe	paw
powell	pow'l
powell's	pow'lz
powelson	paw'ls'n
power	paw'r
power's	paw'rz
powerball	paw'rbol
powerboat	paw'rbuwt
powerbook	paw'rbIk
powercise	pawrsoyz
powered	paw'rd
powerful	paw'rf'l
powerfully	paw'rflYy
powergen	paw'rdZen
powerhouse	paw'rhaws
powerhouses	paw'rhaws'z
powering	paw'r'N
powerless	paw'rl's
powerlessness	paw'rl'sn's
powerpc	paw'rpYysYy
powerpcs	paw'rpYysYyz
powerpcs'	paw'rpYysYyz
powerpoint	paw'rpcynt
powerpoints	paw'rpcynts
powers	paw'rz
powers'	paw'rz
powersoft	paw'rsoft
powertrain	pawrtreyn
powis	paw's
powles	paw'lz
powless	pawl's
powley	pawlYy
pownall	pawn'l
pows	puwz
powter	pawt'r
powwow	pawaw
powwows	pawawz
pox	poks
poyer	pcy'r
poyner	pcyn'r
poynor	pcyn'r
poynter	pcynt'r
poynton	pcyntun
poyser	pcys'r
poythress	pcyTr's
poznan	pozn'n
poznanski	p'znanskYy
pozner	pozn'r
pozniak	poznYy'k
poznikov	pozn'kov
pozo	puwz'w
pozos	puwz'ws
pozzi	pozYy
prab	prab
pracht	prakt
practicable	prakt'k'b'l
practical	prakt'k'l
practicality	prakt'kal'tYy
practically	prakt'k'lYy
practice	prakt's
practiced	prakt'st
practices	prakt's'z
practicing	prakt's'N
practise	prakt's
practised	prakt'st
practises	prakt's'z
practitioner	pr'ktiS'n'r
practitioners	pr'ktiS'n'rz
prada	prod'
pradesh	pr'deS
pradetto	pr'det'w
prado	prod'w
praetor	prYyt'r
praetorian	prYytcrYy'n
prager	preyg'r
pragma	pragm'
pragmatic	pr'gmat'k
pragmatically	pr'gmat'k'lYy pr'gmat'klYy
pragmatism	pragm'tiz'm
pragmatist	pragm't'st
pragmatists	pragm't'sts
prague	prog
prague's	progz
prahl	prol
prairie	prerYy
prairie's	prerYyz
prairies	preyrYyz
praise	preyz
praised	preyzd
praises	preyz'z
praiseworthy	preyzwRrDYy
praising	preyz'N
prakash	pr'koS
prall	prol
pralle	preyl
pran	pran pron
prance	prans
prancer	prans'r
prances	prans'z
prancing	prans'N
prange	preyndZ
pranger	preyndZ'r
prank	praNk
pranks	praNks
prankster	praNkst'r
pranksters	praNkst'rz
prapas	prop's
prasad	pras'd
prasek	pros'k
prashant	proSont
pratap	prot'p
prater	preyt'r
pratfall	pratfol
pratfalls	pratfolz
prather	praD'r
prato	prot'w
prats	prats
pratt	prat
pratt's	prats
pratte	prat
prattle	prat'l
prattled	prat'ld
prattles	prat'lz
prattling	pratl'N
prattville	pratv'l
praun	pron
prause	proz
pravda	pravd'
pravda's	pravd'z
prawn	pron
prawns	pronz
praxair	prakser
praxis	praks's
pray	prey
prayed	preyd
prayer	prer prey'r
prayerful	prerf'l prey'rf'l
prayers	prerz prey'rz
praying	prey'N
prays	preyz
praytor	preyt'r
prazak	proz'k
prchal	p'rSal
pre	prYy
pre-emptive	prYyempt'v
pre-season	prYysYyz'n
preach	prYytS
preached	prYytSt
preacher	prYytS'r
preacher's	prYytS'rz
preachers	prYytS'rz
preaches	prYytS'z
preaching	prYytS'N
preachy	prYytSYy
preadolescence	prYy'd'les's
preadolescent	prYy'd'les'nt
preakness	prYykn's
preamble	prYyamb'l
prearrange	prYy'reyndZ
prearranged	prYy'reyndZd
prearranges	prYy'reyndZ'z
prearranging	prYy'reyndZ'N
preas	prYyz
prebble	preb'l
prebe	prYyb
prebiotic	prYyboyot'k
preble	preb'l
prebon	prYyb'n
precambrian	prYykambrYy'n
precancerous	prYykans'r's
precarious	prYykerYy's
precariously	pr'kerYy'slYy
precast	prYykast
precaution	prYykoS'n
precautionary	pr'koS'n'rYy
precautions	prYykoS'nz
precede	pr'sYyd
preceded	pr'sYyd'd prYysYyd'd
precedence	pres'd'ns
precedent	pres'd'nt
precedents	pres'd'nts pres'dents
precedes	pr'sYydz
preceding	prYysYyd'N
preceed	pr'sYyd
preceeding	pr'sYyd'N
preceeds	pr'sYydz
precept	prYysept
precepts	prYysepts
precession	prYyseS'n
precht	prekt
prechter	prekt'r
prechtl	prekt'l
preciado	pr'tSod'w
precinct	prYysiNk prYysiNkt
precincts	prYysiNks prYysiNkts
precious	preS's
precip	pres'p
precipice	pres'p's
precipitate	pr'sip'teyt
precipitated	pr'sip'teyt'd
precipitating	pr'sip'teyt'N
precipitation	pr'sip'teyS'n
precipitous	pr'sip't's
precipitously	prYysip't'slYy
precis	preysYy
precise	pr'soys prYysoys
precisely	pr'soyslYy prYysoyslYy
precision	prYysiZ'n
preclinical	prYyklin'k'l
preclude	pr'klWwd prYyklWwd
precluded	pr'klWwd'd prYyklWwd'd
precludes	pr'klWwdz prYyklWwdz
precluding	pr'klWwd'N
preclusion	pr'klWwZ'n prYyklWwZ'n
precocious	pr'kuwS's prYykuwS's
preconceive	prYyk'nsYyv
preconceived	prYyk'nsYyvd
preconception	prYyk'nsepS'n
preconceptions	prYyk'nsepS'nz
precondition	prYyk'ndiS'n
preconditions	prYyk'ndiS'nz
precook	prYykUk
precooked	prYykUkt
precourt	pr'kcrt
precrash	prYykraS
precursor	prYykRrs'r
precursors	prYykRrs'rz
predaceous	prYydeyS's
predate	prYydeyt
predated	prYydeyt'd
predates	prYydeyts
predation	pr'deyS'n
predator	pred't'r
predators	pred't'rz
predatory	pred'tcrYy
predawn	prYydon
preddy	predYy
predecessor	pred'ses'r
predecessor's	pred'ses'rz
predecessors	pred'ses'rz
predecessors'	pred'ses'rz
predestination	prYydest'neyS'n
predestine	prYydest'n
predestined	prYydest'nd
predetermine	prYyd'tRrm'n prYydYytRrm'n
predetermined	prYydYytRrm'nd
predicament	pr'dik'm'nt prYydik'm'nt
predicaments	pr'dik'm'nts
predicate	pred'k't pred'keyt
predicated	pred'keyt'd
predicates	pred'k'ts pred'keyts
predicating	pred'k't'N pred'keyt'N
predict	pr'dikt prYydikt
predictability	pr'dikt'bil'tYy
predictable	pr'dikt'b'l prYydikt'b'l
predictably	pr'dikt'blYy
predicted	pr'dikt'd prYydikt'd
predicting	pr'dikt'N prYydikt'N
prediction	prYydikS'n
predictions	prYydikS'nz
predictive	pr'dikt'v prYydikt'v
predictor	pr'dikt'r
predictors	pr'dikt'rz prYydikt'rz
predicts	pr'diks pr'dikts prYydiks prYydikts
predilection	pred'lekS'n
predilections	pred'lekS'nz
predispose	prYyd'spuwz
predisposed	prYyd'spuwzd
predisposing	prYyd'spuwz'N
predisposition	prYyd'sp'ziS'n
predispositions	prYyd'sp'ziS'nz
predmore	predmcr
predominance	pr'dom'n'ns
predominant	pr'dom'n'nt
predominantly	pridom'n'ntlYy
predominate	pr'dom'n't pr'dom'neyt
predominated	pr'dom'neyt'd
predominately	pridom'n'ntlYy
predominates	pr'dom'neyts
predominating	pr'dom'neyt'N
pree	prYy
preece	prYys
preelection	prYy'lekS'n
preeminence	prYyem'n'ns
preeminent	prYyem'n'nt
preempt	prYyempt
preempted	prYyempt'd
preempting	prYyempt'N
preemption	prYyempS'n
preemptive	prYyempt'v
preemptively	prYyempt'vlYy
preempts	prYyempts
preen	prYyn
preened	prYynd
preening	prYyn'N
preexist	prYy'gzist
preexisted	prYy'gzist'd
preexisting	prYy'gzist'N
preexists	prYy'gzists
prefab	prYyfab
prefabricate	prYyfabr'keyt
prefabricated	prYyfabr'keyt'd
prefabrication	prYyfabr'keyS'n
prefabs	prYyfabz
preface	pref's
prefaced	pref'st
prefect	prYyfekt
prefectural	prYyfektS'r'l
prefecture	prYyfektS'r
prefer	pr'fRr prYyfRr
preferable	pref'r'b'l prefr'b'l
preferably	pref'r'blYy prefr'blYy
prefered	pr'fRrd
preference	pref'r'ns prefr'ns
preferenced	pref'r'nst prefr'nst
preferences	pref'r'ns'z prefr'ns'z
preferential	pref'renS'l
preferentially	pref'renS'lYy
preferred	pr'fRrd prYyfRrd
preferreds	prYyfRr'dz
preferring	pr'fRr'N
prefers	pr'fRrz prYyfRrz
prefix	prYyf'ks
prefrontal	prYyfrunt'l
pregler	pregl'r
pregnancies	pregn'nsYyz
pregnancy	pregn'nsYy
pregnant	pregn'nt
prego	preyg'w
preheim	preh'ym
prehistoric	prYyh'stcr'k
prehn	pren
preholiday	prYyhol'd'y
preignition	prYy'gniS'n
preis	prYyz
preiser	proys'r
preisig	proyz'g
preisler	proys'l'r proysl'r
preiss	proys
prejean	prYydZYyn
prejudge	prYydZudZ
prejudged	prYydZudZd
prejudgment	prYydZudZm'nt
prejudice	predZ'd's
prejudiced	predZ'd'st
prejudices	predZ'd's'z
prejudicial	predZ'diS'l
prejudicing	predZ'd's'N
prekindergarten	prYykind'rgod'n
prelate	prYyleyt prel't
prelates	prel'ts
prelim	pr'lim prYylim
preliminaries	pr'lim'nerYyz prYylim'nerYyz
